Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,YearsAtCompany
34.0,No,Travel_Rarely,Research & Development,5.0,Medical,2,Male,2,2,Laboratory Technician,4.0,3986.0,1,No,14,3,15
42.0,No,Travel_Rarely,Research & Development,,Medical,2,Male,4,2,Healthcare Representative,1.0,5538.0,5,No,18,3,0
,Yes,,,2.0,Life Sciences,2,Female,1,1,Laboratory Technician,4.0,2778.0,4,Yes,13,3,7
30.0,No,Travel_Rarely,Research & Development,18.0,Life Sciences,1,Female,3,1,Research Scientist,,2632.0,1,No,14,3,5
32.0,Yes,Travel_Rarely,Sales,2.0,Marketing,3,Male,2,2,Sales Executive,2.0,9907.0,7,Yes,12,3,2
38.0,No,Travel_Rarely,Sales,14.0,Life Sciences,3,Male,3,2,Sales Executive,2.0,9924.0,0,No,11,3,9
,No,,Research & Development,1.0,Medical,1,Female,3,3,Research Director,4.0,13603.0,2,Yes,18,3,5
30.0,No,Travel_Rarely,Sales,2.0,Technical Degree,3,Male,3,1,Sales Representative,2.0,2476.0,1,No,18,3,1
41.0,No,Travel_Rarely,Research & Development,7.0,Technical Degree,2,Female,4,1,Research Scientist,3.0,3376.0,1,No,13,3,10
28.0,Yes,Non-Travel,Research & Development,24.0,Technical Degree,2,Male,2,3,Healthcare Representative,1.0,8722.0,1,No,12,3,10
22.0,Yes,Travel_Rarely,Research & Development,3.0,Life Sciences,2,Female,3,2,Manufacturing Director,3.0,4171.0,0,Yes,19,3,3
23.0,Yes,Travel_Frequently,Sales,9.0,Marketing,4,Male,3,1,Sales Representative,1.0,1790.0,1,No,19,3,1
44.0,No,Travel_Rarely,Research & Development,2.0,Life Sciences,3,Female,4,3,Healthcare Representative,4.0,7879.0,1,Yes,19,3,8
24.0,Yes,Travel_Rarely,Research & Development,,Life Sciences,4,Female,3,1,Laboratory Technician,2.0,2210.0,1,No,13,3,1
20.0,Yes,Travel_Rarely,Research & Development,4.0,Technical Degree,1,Male,3,1,Laboratory Technician,1.0,2973.0,1,No,19,3,1
48.0,No,Travel_Rarely,,4.0,Life Sciences,3,Male,2,3,Healthcare Representative,3.0,10999.0,7,No,14,3,15
25.0,Yes,Travel_Frequently,Sales,24.0,Life Sciences,3,Male,1,1,Sales Representative,4.0,1118.0,1,Yes,14,3,1
20.0,Yes,Travel_Rarely,Research & Development,4.0,Technical Degree,1,Male,3,1,Laboratory Technician,1.0,2973.0,1,No,19,3,1
35.0,Yes,Travel_Rarely,Sales,15.0,Medical,1,Male,1,2,Sales Executive,4.0,5440.0,6,Yes,14,3,2
32.0,No,Travel_Frequently,Research & Development,2.0,Life Sciences,4,Female,3,2,Research Scientist,3.0,4998.0,4,Yes,14,3,8
34.0,No,,Sales,14.0,Technical Degree,3,Female,3,1,Sales Representative,3.0,2579.0,1,Yes,18,3,8
52.0,No,Travel_Rarely,Research & Development,4.0,Life Sciences,4,Female,3,4,Manager,4.0,16555.0,2,No,13,3,5
21.0,No,Travel_Rarely,Research & Development,1.0,Technical Degree,4,Female,2,1,Research Scientist,2.0,2070.0,1,Yes,11,3,2
45.0,No,Travel_Rarely,,25.0,Life Sciences,2,Female,2,2,Manufacturing Director,4.0,5906.0,0,No,13,3,9
34.0,No,Travel_Rarely,Research & Development,20.0,Technical Degree,3,Female,4,1,Research Scientist,,,0,No,17,3,1
32.0,No,Travel_Rarely,Research & Development,8.0,Medical,3,Female,4,2,Research Scientist,3.0,5175.0,5,No,12,3,5
29.0,No,Travel_Rarely,Human Resources,17.0,Other,2,Male,2,3,Human Resources,1.0,7988.0,1,No,13,3,10
30.0,No,Travel_Rarely,Sales,7.0,Marketing,4,Female,3,2,Sales Executive,1.0,4779.0,7,No,14,3,3
35.0,No,,,,Life Sciences,3,Male,3,2,Sales Executive,1.0,8966.0,3,Yes,15,3,7
,Yes,Travel_Rarely,Sales,24.0,Life Sciences,1,Male,3,3,Sales Executive,1.0,10448.0,6,Yes,13,3,2
36.0,No,Non-Travel,Sales,8.0,Life Sciences,1,Male,2,3,Sales Executive,1.0,7587.0,1,No,15,3,10
27.0,No,Travel_Rarely,Research & Development,19.0,Other,4,Male,2,1,Laboratory Technician,1.0,4066.0,1,No,11,3,7
35.0,Yes,Travel_Rarely,Research & Development,23.0,Life Sciences,2,Male,2,2,Manufacturing Director,3.0,5916.0,3,Yes,13,3,1
44.0,Yes,Travel_Rarely,Research & Development,,Medical,1,Female,3,3,Healthcare Representative,4.0,7978.0,1,No,11,3,10
31.0,No,Travel_Rarely,Sales,8.0,Life Sciences,1,Male,3,3,Sales Executive,4.0,10793.0,1,No,18,3,13
49.0,No,Travel_Rarely,Research & Development,22.0,Other,1,Female,3,4,Research Director,2.0,16413.0,3,No,16,3,4
48.0,No,Travel_Rarely,Research & Development,,Life Sciences,1,Male,2,2,Healthcare Representative,3.0,4240.0,2,No,13,3,2
36.0,No,Travel_Rarely,Research & Development,10.0,Technical Degree,4,Female,3,3,Healthcare Representative,3.0,7094.0,3,No,12,3,7
30.0,Yes,Travel_Frequently,Sales,12.0,Life Sciences,2,Male,2,1,Sales Representative,1.0,2033.0,1,No,18,3,1
32.0,No,Non-Travel,Research & Development,5.0,Technical Degree,2,Male,3,1,Research Scientist,2.0,2718.0,2,No,14,3,7
53.0,No,Travel_Rarely,Research & Development,7.0,Life Sciences,3,Male,4,4,Research Director,3.0,14814.0,3,No,19,3,5
37.0,No,Travel_Frequently,Research & Development,11.0,Other,2,Male,3,3,Research Director,4.0,,1,Yes,14,3,10
26.0,Yes,Travel_Rarely,Research & Development,16.0,Medical,1,Male,3,1,Laboratory Technician,2.0,2373.0,2,Yes,13,3,3
36.0,No,Travel_Rarely,Sales,1.0,Life Sciences,2,Female,3,2,Sales Executive,,6815.0,6,No,13,3,1
32.0,Yes,Non-Travel,Sales,11.0,Other,4,Male,4,2,Sales Executive,3.0,4707.0,8,No,12,3,4
41.0,No,Non-Travel,Human Resources,4.0,Human Resources,3,Male,1,2,Human Resources,2.0,6430.0,6,No,19,3,3
26.0,Yes,Travel_Frequently,Research & Development,,Medical,3,Female,2,1,Research Scientist,3.0,,1,Yes,14,3,8
49.0,No,Travel_Rarely,Sales,11.0,Marketing,4,Female,3,2,Sales Executive,4.0,4507.0,3,No,12,3,5
35.0,No,Travel_Rarely,Research & Development,27.0,Medical,3,Female,2,1,Research Scientist,1.0,2559.0,1,No,11,3,6
30.0,No,Travel_Rarely,Research & Development,9.0,Medical,4,Male,2,1,Laboratory Technician,3.0,2206.0,1,No,13,3,10
28.0,No,Travel_Frequently,Research & Development,,Life Sciences,3,Male,2,1,Research Scientist,3.0,2703.0,1,Yes,14,3,3
35.0,No,Travel_Rarely,Research & Development,27.0,Life Sciences,4,Male,3,2,Manufacturing Director,3.0,6883.0,2,No,16,3,7
31.0,No,Non-Travel,Research & Development,5.0,Medical,2,Male,3,2,Manufacturing Director,1.0,9936.0,0,No,19,3,9
,No,Travel_Rarely,Research & Development,23.0,Medical,3,Female,3,1,Laboratory Technician,1.0,4014.0,3,Yes,15,3,2
24.0,No,Non-Travel,Research & Development,11.0,Other,1,Female,4,2,Manufacturing Director,3.0,4011.0,0,No,18,3,4
24.0,Yes,Travel_Rarely,Research & Development,1.0,Medical,2,Male,3,1,Research Scientist,4.0,2293.0,2,Yes,16,3,2
42.0,No,Travel_Rarely,Sales,8.0,Marketing,3,Male,3,2,Sales Executive,2.0,6825.0,0,No,11,3,9
21.0,Yes,Travel_Rarely,Sales,12.0,Life Sciences,3,Female,4,1,Sales Representative,2.0,2716.0,1,No,15,3,1
44.0,Yes,Travel_Rarely,Research & Development,10.0,Life Sciences,3,Male,3,1,Research Scientist,3.0,2936.0,1,Yes,11,3,6
,Yes,Travel_Frequently,Sales,3.0,Medical,2,Female,3,1,Sales Representative,4.0,1569.0,1,Yes,12,3,0
25.0,No,Travel_Rarely,Sales,4.0,Life Sciences,2,Female,2,2,Sales Executive,4.0,4487.0,1,Yes,11,3,5
33.0,Yes,Travel_Rarely,Research & Development,14.0,Medical,3,Male,3,1,Laboratory Technician,4.0,2436.0,5,Yes,13,3,5
32.0,Yes,Travel_Rarely,Sales,,Life Sciences,1,Male,1,2,Sales Executive,,6735.0,6,No,15,3,0
56.0,Yes,Travel_Rarely,Research & Development,7.0,Technical Degree,4,Male,3,1,Laboratory Technician,3.0,2339.0,8,No,11,3,10
32.0,Yes,Travel_Rarely,,4.0,Medical,4,Male,1,3,Sales Executive,4.0,10400.0,1,No,11,3,14
28.0,Yes,Travel_Rarely,Research & Development,1.0,Life Sciences,1,Female,1,1,Research Scientist,2.0,2216.0,7,Yes,13,3,7
,Yes,Travel_Frequently,Sales,,Marketing,3,Female,2,2,Sales Executive,1.0,6696.0,5,No,15,3,6
,No,Travel_Rarely,Research & Development,7.0,Medical,1,Male,3,1,Research Scientist,4.0,2972.0,1,No,13,3,1
35.0,Yes,Travel_Rarely,Research & Development,23.0,Life Sciences,2,Male,2,2,Manufacturing Director,3.0,5916.0,3,Yes,13,3,1
,Yes,Non-Travel,Sales,29.0,Medical,2,Male,1,2,Sales Executive,,4969.0,8,No,18,3,2
31.0,Yes,Travel_Rarely,,13.0,Medical,2,Male,3,2,Sales Executive,1.0,4233.0,2,No,17,3,3
,Yes,Travel_Frequently,Sales,1.0,Life Sciences,2,Female,1,1,Sales Representative,3.0,1359.0,1,No,12,3,1
,Yes,Travel_Frequently,Research & Development,29.0,Medical,3,Male,2,1,Laboratory Technician,2.0,3479.0,0,No,11,3,5
39.0,No,Travel_Rarely,Research & Development,1.0,Medical,3,Female,3,1,Laboratory Technician,3.0,2232.0,7,No,14,3,3
36.0,Yes,Travel_Rarely,Sales,3.0,Life Sciences,3,Male,2,3,Sales Executive,4.0,10325.0,1,Yes,11,3,16
32.0,No,Travel_Rarely,Sales,1.0,Medical,2,Male,2,1,Sales Representative,2.0,2269.0,0,No,14,3,2
37.0,Yes,Travel_Frequently,Research & Development,10.0,Medical,1,Male,3,3,Manufacturing Director,3.0,10048.0,6,No,11,3,1
26.0,No,Travel_Rarely,Research & Development,7.0,Other,3,Male,4,1,Laboratory Technician,1.0,3578.0,0,No,12,3,7
49.0,No,Travel_Rarely,,7.0,Life Sciences,3,Male,3,3,Healthcare Representative,2.0,10466.0,3,No,14,3,8
50.0,Yes,Travel_Rarely,Sales,28.0,Marketing,4,Male,2,3,Sales Executive,1.0,,4,Yes,13,3,3
33.0,Yes,Travel_Rarely,Research & Development,1.0,Other,4,Male,3,1,Research Scientist,4.0,2686.0,1,Yes,13,3,10
31.0,No,Travel_Frequently,,7.0,Marketing,1,Female,3,3,Sales Executive,1.0,9637.0,2,No,14,3,3
34.0,Yes,Travel_Rarely,Human Resources,9.0,Technical Degree,1,Female,3,1,Human Resources,3.0,2742.0,1,No,15,3,2
28.0,Yes,Travel_Frequently,Research & Development,1.0,Medical,1,Male,2,1,Laboratory Technician,2.0,,1,No,15,3,1
,No,Travel_Rarely,Sales,10.0,Life Sciences,3,Male,3,2,Sales Executive,4.0,4950.0,0,No,14,3,4
28.0,Yes,Travel_Rarely,Research & Development,24.0,Medical,3,Male,3,1,Laboratory Technician,2.0,2408.0,1,Yes,17,3,1
25.0,No,Non-Travel,Research & Development,5.0,Life Sciences,2,Male,4,2,Healthcare Representative,1.0,4000.0,1,No,12,3,6
40.0,No,Non-Travel,Research & Development,9.0,Other,3,Male,3,2,Laboratory Technician,3.0,3975.0,3,No,11,3,8
,Yes,Travel_Rarely,Research & Development,10.0,Medical,1,Male,1,1,Laboratory Technician,4.0,3408.0,7,No,13,3,4
35.0,No,Travel_Rarely,Research & Development,,Life Sciences,2,Male,1,2,Research Scientist,4.0,,1,No,13,3,17
41.0,No,Travel_Rarely,Research & Development,12.0,Life Sciences,2,Male,3,1,Laboratory Technician,4.0,4766.0,3,Yes,11,3,1
33.0,No,,Research & Development,9.0,Medical,1,Male,3,1,Research Scientist,4.0,2781.0,0,No,13,3,14
35.0,No,Travel_Frequently,Research & Development,18.0,Life Sciences,3,Male,3,2,Healthcare Representative,3.0,5689.0,1,Yes,14,3,10
33.0,No,Travel_Rarely,Research & Development,7.0,Medical,3,Male,3,3,Research Director,3.0,11691.0,0,No,11,3,13
55.0,No,Travel_Frequently,Research & Development,18.0,Medical,3,Male,3,2,Healthcare Representative,2.0,6385.0,3,Yes,14,3,8
35.0,Yes,Travel_Frequently,Research & Development,25.0,Life Sciences,4,Female,3,1,Research Scientist,2.0,2022.0,1,Yes,19,3,10
27.0,No,Travel_Rarely,Research & Development,5.0,Technical Degree,3,Male,2,3,Research Director,4.0,12808.0,1,Yes,16,3,9
31.0,Yes,Travel_Rarely,Human Resources,18.0,Human Resources,4,Male,4,1,Human Resources,1.0,2956.0,0,No,17,3,1
40.0,No,Travel_Rarely,Sales,9.0,Medical,1,Male,3,2,Sales Executive,1.0,5473.0,0,No,12,3,8
42.0,No,,Research & Development,18.0,Life Sciences,4,Male,3,2,Research Scientist,1.0,5410.0,6,Yes,17,3,4
47.0,No,Non-Travel,Research & Development,14.0,Technical Degree,3,Male,3,2,Research Scientist,2.0,5467.0,8,No,18,3,8
35.0,No,Travel_Rarely,Research & Development,6.0,Life Sciences,3,Male,3,1,Research Scientist,3.0,3506.0,0,Yes,14,3,3
34.0,Yes,Travel_Rarely,Research & Development,6.0,Medical,2,Male,3,1,Research Scientist,1.0,,2,No,11,3,4
,Yes,Travel_Rarely,,9.0,Life Sciences,4,Male,3,1,Laboratory Technician,1.0,2018.0,3,No,14,3,5
33.0,No,Travel_Rarely,Research & Development,8.0,Life Sciences,4,Male,4,1,Research Scientist,1.0,3143.0,6,No,19,3,10
41.0,Yes,Non-Travel,Research & Development,5.0,Life Sciences,1,Male,2,1,Research Scientist,,2107.0,6,No,17,3,1
22.0,No,Travel_Rarely,Research & Development,,Technical Degree,3,Male,3,1,Laboratory Technician,4.0,2523.0,0,No,14,3,2
37.0,No,,Sales,4.0,Marketing,1,Male,3,1,Sales Representative,4.0,2793.0,4,No,17,3,9
29.0,Yes,Travel_Frequently,Sales,24.0,Technical Degree,3,Male,4,1,Sales Representative,1.0,1091.0,1,No,17,3,1
35.0,No,Non-Travel,Research & Development,,Life Sciences,3,Female,3,2,Healthcare Representative,3.0,4148.0,1,No,12,3,14
35.0,Yes,Travel_Rarely,,27.0,Life Sciences,3,Male,3,2,Sales Executive,4.0,5813.0,1,Yes,18,3,10
20.0,Yes,Travel_Rarely,Research & Development,11.0,Medical,4,Female,2,1,Research Scientist,1.0,2600.0,1,Yes,15,3,1
39.0,Yes,Travel_Rarely,Sales,5.0,Technical Degree,4,Male,3,2,Sales Representative,4.0,2086.0,3,No,14,3,1
28.0,No,Non-Travel,Research & Development,16.0,Medical,3,Male,3,1,Research Scientist,3.0,2144.0,1,No,14,3,5
,No,Travel_Rarely,Research & Development,1.0,Technical Degree,2,Female,3,3,Manufacturing Director,4.0,7491.0,4,No,17,3,6
45.0,No,Travel_Rarely,,,Marketing,4,Male,3,3,Sales Executive,1.0,10761.0,4,Yes,12,3,5
29.0,No,Travel_Rarely,Sales,2.0,Medical,1,Male,2,2,Sales Executive,2.0,6644.0,2,No,19,3,0
40.0,No,,Research & Development,11.0,Technical Degree,4,Female,3,2,Laboratory Technician,3.0,,1,No,11,3,10
33.0,No,Travel_Frequently,Sales,7.0,Life Sciences,4,Female,3,2,Sales Executive,2.0,4302.0,0,No,17,3,3
36.0,No,Travel_Frequently,Research & Development,23.0,Medical,3,Male,4,2,Laboratory Technician,4.0,,4,No,17,3,5
33.0,Yes,Travel_Rarely,Research & Development,14.0,Medical,3,Male,3,1,Laboratory Technician,4.0,2436.0,5,Yes,13,3,5
45.0,No,Travel_Rarely,Research & Development,7.0,Medical,1,Female,3,1,Research Scientist,3.0,4477.0,4,Yes,19,3,3
50.0,Yes,Travel_Frequently,Sales,8.0,Technical Degree,2,Male,3,2,Sales Executive,3.0,6796.0,3,Yes,14,3,4
51.0,No,Travel_Rarely,Research & Development,2.0,Medical,4,Male,1,2,Manufacturing Director,2.0,5482.0,5,No,18,3,4
34.0,No,Travel_Rarely,Human Resources,3.0,Human Resources,3,Male,3,1,Human Resources,4.0,3737.0,0,No,19,3,3
18.0,Yes,Travel_Frequently,Sales,,Medical,2,Female,3,1,Sales Representative,4.0,1569.0,1,Yes,12,3,0
31.0,Yes,Travel_Frequently,,,Life Sciences,3,Female,4,3,Manufacturing Director,2.0,7446.0,1,No,11,3,10
,No,Travel_Rarely,Research & Development,1.0,Medical,2,Male,4,4,Research Director,4.0,14732.0,2,No,13,3,7
,No,Travel_Rarely,Research & Development,1.0,Life Sciences,3,Female,3,2,Healthcare Representative,4.0,6513.0,4,No,17,3,5
34.0,No,Travel_Rarely,Sales,1.0,Marketing,2,Male,4,2,Sales Executive,4.0,9725.0,0,No,11,3,15
37.0,Yes,Travel_Rarely,Research & Development,2.0,Other,4,Male,2,1,Laboratory Technician,3.0,2090.0,6,Yes,15,3,0
43.0,No,Travel_Frequently,Research & Development,9.0,Medical,4,Male,3,2,Laboratory Technician,3.0,5679.0,3,Yes,13,3,8
49.0,No,Travel_Rarely,Research & Development,1.0,Technical Degree,3,Female,2,4,Healthcare Representative,3.0,13964.0,7,Yes,12,3,7
55.0,No,Travel_Rarely,Research & Development,4.0,Life Sciences,4,Male,3,2,Healthcare Representative,3.0,4035.0,0,Yes,16,3,3
31.0,Yes,Travel_Frequently,Sales,,Life Sciences,4,Female,3,1,Sales Representative,2.0,2302.0,1,Yes,11,3,3
32.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,4,Male,3,1,Research Scientist,1.0,2956.0,1,No,13,3,1
34.0,Yes,Travel_Frequently,Sales,6.0,Marketing,4,Female,1,1,Sales Representative,3.0,2351.0,0,No,16,3,2
35.0,No,,Sales,7.0,Life Sciences,3,Female,3,2,Sales Executive,4.0,,1,Yes,11,3,10
25.0,No,Travel_Rarely,,4.0,Marketing,3,Male,2,2,Sales Executive,1.0,4256.0,1,No,12,3,5
29.0,No,Travel_Rarely,Research & Development,,Other,4,Male,2,2,Laboratory Technician,2.0,4025.0,4,Yes,13,3,4
38.0,No,Travel_Rarely,,,Life Sciences,3,Female,3,3,Manufacturing Director,3.0,7861.0,4,Yes,14,3,1
48.0,Yes,,Sales,7.0,Medical,4,Female,3,1,Sales Representative,3.0,2655.0,2,Yes,11,3,9
27.0,No,Travel_Frequently,Sales,,Marketing,3,Male,3,2,Sales Executive,4.0,4342.0,0,No,19,3,4
29.0,No,Travel_Rarely,Research & Development,7.0,Life Sciences,4,Male,3,1,Laboratory Technician,1.0,2062.0,3,No,14,3,3
38.0,No,Travel_Rarely,,3.0,Life Sciences,1,Male,3,3,Sales Executive,3.0,10609.0,0,No,12,3,16
31.0,Yes,Travel_Rarely,Sales,13.0,Medical,2,Male,3,2,Sales Executive,,4233.0,2,No,17,3,3
49.0,No,Travel_Rarely,Research & Development,20.0,Medical,3,Female,3,2,Manufacturing Director,1.0,6567.0,1,No,14,3,15
28.0,No,Travel_Rarely,Research & Development,17.0,Medical,3,Male,3,2,Laboratory Technician,1.0,4558.0,1,No,12,3,10
32.0,Yes,Travel_Rarely,Sales,1.0,Life Sciences,1,Male,1,2,Sales Executive,2.0,6735.0,6,No,15,3,0
40.0,No,Travel_Frequently,,2.0,Medical,2,Male,3,2,Sales Executive,2.0,4327.0,5,No,12,3,0
29.0,Yes,Travel_Rarely,Research & Development,7.0,Technical Degree,2,Female,3,1,Laboratory Technician,3.0,3339.0,3,Yes,13,3,7
32.0,Yes,Travel_Rarely,Research & Development,7.0,Life Sciences,4,Male,3,2,Laboratory Technician,3.0,4883.0,1,No,18,3,10
,No,Non-Travel,Sales,10.0,Life Sciences,4,Male,3,2,Sales Executive,3.0,4001.0,1,Yes,14,3,15
41.0,No,Travel_Rarely,Research & Development,7.0,Medical,4,Female,3,2,Manufacturing Director,3.0,5003.0,6,No,14,3,2
39.0,No,Non-Travel,Research & Development,1.0,Life Sciences,4,Male,3,2,Laboratory Technician,4.0,6472.0,1,Yes,15,3,9
43.0,No,Travel_Rarely,Research & Development,2.0,Medical,4,Female,4,1,Research Scientist,3.0,2645.0,1,No,12,3,5
32.0,No,Travel_Rarely,Sales,4.0,Life Sciences,3,Female,3,1,Sales Representative,2.0,3931.0,2,No,11,3,4
33.0,Yes,,Research & Development,1.0,Other,4,Male,3,1,Research Scientist,4.0,2686.0,1,Yes,13,3,10
45.0,No,Travel_Frequently,Research & Development,,Medical,2,Male,3,2,Healthcare Representative,3.0,5399.0,4,No,12,3,4
34.0,No,Travel_Rarely,Research & Development,2.0,Medical,3,Female,2,1,Research Scientist,,4381.0,1,No,11,3,6
37.0,No,Travel_Rarely,Research & Development,21.0,Life Sciences,2,Male,4,1,Research Scientist,1.0,3564.0,1,Yes,12,3,8
33.0,No,Travel_Rarely,Sales,8.0,Life Sciences,1,Male,3,2,Sales Executive,1.0,,2,No,13,3,2
43.0,No,Non-Travel,Research & Development,7.0,Medical,4,Male,4,1,Research Scientist,4.0,2089.0,4,No,14,3,5
29.0,Yes,Travel_Rarely,Research & Development,,Other,2,Male,1,1,Laboratory Technician,1.0,2119.0,1,Yes,11,3,7
26.0,Yes,,Research & Development,5.0,Medical,3,Female,2,1,Research Scientist,3.0,2366.0,1,Yes,14,3,8
,No,,Sales,10.0,Marketing,4,Male,4,3,Sales Executive,3.0,8380.0,0,Yes,14,3,9
,No,Travel_Rarely,Human Resources,8.0,Other,3,Male,3,2,Human Resources,2.0,4071.0,2,No,13,3,10
40.0,No,Travel_Frequently,Research & Development,,Medical,1,Male,2,2,Laboratory Technician,3.0,5094.0,6,No,14,3,1
34.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,2,Male,2,1,Research Scientist,4.0,3622.0,1,Yes,13,3,6
30.0,No,Travel_Rarely,Sales,4.0,Medical,3,Female,2,2,Sales Executive,2.0,5209.0,1,Yes,12,3,11
39.0,No,Travel_Rarely,Sales,6.0,Medical,4,Male,4,3,Sales Executive,3.0,8237.0,2,No,11,3,7
29.0,Yes,Travel_Rarely,Research & Development,25.0,Technical Degree,3,Female,2,1,Research Scientist,2.0,2546.0,5,No,16,3,2
37.0,Yes,Travel_Rarely,Research & Development,11.0,Medical,1,Female,1,2,Healthcare Representative,2.0,4777.0,5,No,15,3,1
,Yes,Travel_Rarely,Research & Development,1.0,Technical Degree,1,Male,2,1,Research Scientist,1.0,,6,No,13,3,9
,Yes,Travel_Rarely,Research & Development,,Life Sciences,4,Female,3,1,Laboratory Technician,2.0,2210.0,1,No,13,3,1
30.0,Yes,Travel_Rarely,Research & Development,3.0,Technical Degree,4,Female,3,1,Research Scientist,,2657.0,5,Yes,11,3,5
36.0,No,Travel_Frequently,Research & Development,3.0,Technical Degree,3,Male,3,1,Research Scientist,2.0,3692.0,1,No,12,3,11
31.0,Yes,Travel_Frequently,Research & Development,20.0,Life Sciences,1,Male,3,3,Healthcare Representative,3.0,9824.0,3,No,12,3,1
27.0,No,Travel_Rarely,Sales,2.0,Life Sciences,4,Male,3,2,Sales Executive,3.0,4478.0,1,Yes,11,3,5
43.0,No,Non-Travel,Research & Development,9.0,Life Sciences,1,Male,3,1,Research Scientist,3.0,2438.0,4,No,13,3,3
,No,Travel_Frequently,Sales,1.0,Medical,2,Female,3,3,Sales Executive,4.0,7918.0,1,No,14,3,11
,No,Travel_Frequently,Research & Development,6.0,Other,3,Male,4,1,Laboratory Technician,4.0,2544.0,0,No,18,3,7
30.0,No,Travel_Rarely,Sales,15.0,Marketing,3,Male,2,3,Sales Executive,1.0,7140.0,2,No,11,3,7
37.0,Yes,,Sales,1.0,Life Sciences,1,Male,2,3,Sales Executive,3.0,10609.0,5,No,11,3,14
36.0,No,,Sales,,Life Sciences,3,Female,3,2,Sales Representative,4.0,4502.0,3,No,15,3,13
,No,Non-Travel,Research & Development,24.0,Life Sciences,2,Female,3,2,Laboratory Technician,2.0,5674.0,7,No,15,3,9
26.0,No,Travel_Rarely,,1.0,Life Sciences,2,Female,2,1,Research Scientist,3.0,2933.0,1,Yes,13,3,1
41.0,No,Travel_Rarely,Sales,9.0,Life Sciences,3,Male,3,3,Sales Executive,3.0,8189.0,3,Yes,13,3,9
28.0,Yes,Non-Travel,Research & Development,,Technical Degree,2,Male,2,3,Healthcare Representative,1.0,8722.0,1,No,12,3,10
31.0,Yes,Travel_Frequently,Research & Development,3.0,Life Sciences,4,Female,3,1,Research Scientist,3.0,4084.0,1,No,12,3,7
35.0,No,Travel_Frequently,Research & Development,4.0,Life Sciences,3,Male,3,2,Research Scientist,3.0,4249.0,1,Yes,11,3,9
19.0,Yes,Travel_Rarely,Human Resources,2.0,Technical Degree,1,Male,2,1,Human Resources,4.0,2564.0,1,No,12,3,1
30.0,No,Travel_Rarely,Research & Development,1.0,Medical,4,Male,3,1,Laboratory Technician,2.0,3748.0,1,No,13,3,12
,Yes,Travel_Rarely,Sales,8.0,Technical Degree,4,Male,2,2,Sales Executive,1.0,5326.0,6,No,17,3,4
54.0,No,Travel_Frequently,Research & Development,1.0,Life Sciences,4,Female,3,3,Manufacturing Director,3.0,,7,No,17,3,5
36.0,No,Travel_Frequently,,4.0,Life Sciences,4,Female,3,2,Manufacturing Director,2.0,5131.0,7,No,13,3,4
35.0,Yes,Travel_Rarely,Research & Development,23.0,Life Sciences,2,Male,2,2,Manufacturing Director,3.0,5916.0,3,Yes,13,3,1
55.0,No,Travel_Frequently,Research & Development,,Life Sciences,4,Male,3,3,Manufacturing Director,2.0,10976.0,3,No,18,3,3
50.0,No,,Research & Development,10.0,Technical Degree,4,Male,2,3,Healthcare Representative,4.0,10496.0,6,No,15,3,4
34.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,2,Male,3,1,Research Scientist,4.0,2691.0,1,No,12,3,10
35.0,No,Travel_Rarely,Research & Development,18.0,Life Sciences,2,Male,4,2,Research Scientist,1.0,5208.0,1,No,11,3,16
32.0,Yes,Travel_Frequently,,5.0,Life Sciences,1,Female,4,1,Research Scientist,3.0,2432.0,3,Yes,14,3,4
34.0,No,,Research & Development,,Life Sciences,4,Female,3,2,Research Scientist,2.0,5433.0,1,No,12,3,11
25.0,No,Travel_Rarely,Research & Development,1.0,Life Sciences,1,Female,3,2,Manufacturing Director,3.0,4898.0,0,No,12,3,4
,Yes,Travel_Rarely,Research & Development,24.0,Life Sciences,3,Male,2,1,Laboratory Technician,3.0,,5,Yes,14,3,4
31.0,No,Travel_Rarely,Research & Development,2.0,Medical,4,Female,1,1,Laboratory Technician,4.0,1129.0,1,Yes,11,3,1
31.0,Yes,Travel_Frequently,Sales,26.0,Marketing,1,Male,3,2,Sales Executive,4.0,5617.0,1,Yes,11,3,10
40.0,No,Travel_Rarely,Research & Development,10.0,Life Sciences,4,Female,4,1,Laboratory Technician,3.0,2213.0,3,Yes,13,3,7
32.0,No,,Research & Development,3.0,Life Sciences,3,Female,3,3,Research Director,4.0,11159.0,3,No,15,3,7
24.0,No,Non-Travel,Research & Development,4.0,Life Sciences,1,Male,2,1,Laboratory Technician,,,0,No,17,3,5
28.0,No,Travel_Rarely,Research & Development,29.0,Life Sciences,3,Male,1,2,Manufacturing Director,2.0,6549.0,1,No,14,3,8
36.0,Yes,Travel_Rarely,Sales,13.0,Marketing,2,Male,2,2,Sales Executive,1.0,6134.0,5,Yes,13,3,2
35.0,Yes,Travel_Rarely,Sales,15.0,Medical,1,Male,1,2,Sales Executive,4.0,5440.0,6,Yes,14,3,2
30.0,Yes,Travel_Frequently,Sales,26.0,Marketing,3,Female,2,2,Sales Executive,1.0,,5,No,15,3,6
