Individual ,Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age1,MonthlyIncome1
Ind621,No,35,1,1343,2,27,1,2,1,856,3,2,53,2,1,2,1,1,2559,17852,1,2,11,3,4,80,0,6,3,2,6,5,1,1,39.1,13669.372735825293
Ind622,No,36,1,928,1,1,2,1,1,857,2,1,56,3,2,1,4,2,6201,2823,1,1,14,3,4,80,1,18,1,2,18,14,4,11,33.6,10267.775754787957
Ind623,No,32,1,117,1,13,4,1,1,859,2,1,73,3,2,1,4,3,4403,9250,2,2,11,3,3,80,1,8,3,2,5,2,0,3,31.8,13093.839526851625
Ind624,No,30,2,1012,2,5,4,1,1,861,2,1,75,2,1,2,4,3,3761,2373,9,2,12,3,2,80,1,10,3,2,5,4,0,3,37.0,10895.727157337633
Ind625,No,53,1,661,1,7,2,3,1,862,1,2,78,2,3,1,4,2,10934,20715,7,1,18,3,4,80,1,35,3,3,5,2,0,4,33.3,11577.107504237789
Ind626,No,45,1,930,1,9,3,3,1,864,4,1,74,3,3,1,1,3,10761,19239,4,1,12,3,3,80,1,18,2,3,5,4,0,2,35.5,15783.509623006668
Ind627,No,32,1,638,2,8,2,2,1,865,3,2,91,4,2,2,3,2,5175,22162,5,2,12,3,3,80,1,9,3,2,5,3,1,3,25.8,11950.316025958567
Ind628,No,52,2,890,2,25,4,2,1,867,3,2,81,2,4,4,4,2,13826,19028,3,2,22,4,3,80,0,31,3,3,9,8,0,0,26.8,13146.986561614673
Ind629,No,37,1,342,1,16,4,3,1,868,4,1,66,2,2,1,3,3,6334,24558,4,2,19,3,4,80,2,9,2,3,1,0,0,0,34.8,10664.27469448145
Ind630,No,28,1,1169,3,8,2,2,1,869,2,1,63,2,1,9,4,3,4936,23965,1,2,13,3,4,80,1,6,6,3,5,1,0,4,40.3,9550.697189985207
Ind631,No,22,1,1230,2,1,2,1,1,872,4,1,33,2,2,4,4,2,4775,19146,6,2,22,4,1,80,2,4,2,1,2,2,2,2,31.5,9916.34226829846
Ind632,No,44,1,986,2,8,4,1,1,874,1,1,62,4,1,3,4,2,2818,5044,2,1,24,4,3,80,1,10,2,2,3,2,0,2,36.6,11588.177088221599
Ind633,No,42,2,1271,2,2,1,2,1,875,2,1,35,3,1,2,4,1,2515,9068,5,1,14,3,4,80,0,8,2,3,2,1,2,2,30.5,12243.563999479553
Ind634,No,36,1,1278,3,8,3,1,1,878,1,1,77,2,1,9,1,2,2342,8635,0,2,21,4,3,80,0,6,3,3,5,4,0,3,33.8,10251.285485910998
Ind635,No,25,1,141,1,3,1,6,1,879,3,1,98,3,2,1,1,2,4194,14363,1,1,18,3,4,80,0,5,3,3,5,3,0,3,39.8,11039.146114069088
Ind636,No,35,1,607,2,9,3,1,1,880,4,2,66,2,3,4,3,2,10685,23457,1,1,20,4,2,80,1,17,2,3,17,14,5,15,32.3,12497.504193750106
Ind637,Yes,35,2,130,2,25,4,1,1,881,4,2,96,3,1,2,2,3,2022,16612,1,1,19,3,1,80,1,10,3,2,10,2,7,8,30.2,12022.308156876821
Ind638,No,32,3,300,2,1,3,1,1,882,4,1,61,3,1,3,4,3,2314,9148,0,2,12,3,2,80,1,4,2,3,3,0,0,2,29.9,11983.907968647327
Ind639,No,25,1,583,1,4,1,3,1,885,3,1,87,2,2,1,1,2,4256,18154,1,2,12,3,1,80,0,5,1,4,5,2,0,3,33.2,14802.324787678697
Ind640,No,49,1,1418,2,1,3,4,1,887,3,2,36,3,1,2,1,2,3580,10554,2,2,16,3,2,80,1,7,2,3,4,2,0,2,30.1,13001.583470191526
Ind641,No,24,3,1269,2,4,1,1,1,888,1,1,46,2,1,3,4,2,3162,10778,0,2,17,3,4,80,0,6,2,2,5,2,3,4,32.5,13380.551492437702
Ind642,No,32,2,379,1,5,2,1,1,889,2,1,48,3,2,1,2,2,6524,8891,1,2,14,3,4,80,1,10,3,3,10,8,5,3,36.9,12726.145820619266
Ind643,No,38,1,395,1,9,3,3,1,893,2,1,98,2,1,7,2,2,2899,12102,0,2,19,3,4,80,1,3,3,3,2,2,1,2,34.7,12736.698416755979
Ind644,No,42,1,1265,2,3,3,1,1,894,3,2,95,4,2,3,4,2,5231,23726,2,1,13,3,2,80,1,17,1,2,5,3,1,3,31.9,16920.446865106176
Ind645,No,31,1,1222,2,11,4,1,1,895,4,1,48,3,1,2,4,2,2356,14871,3,1,19,3,2,80,1,8,2,3,6,4,0,2,38.9,14823.94808029801
Ind646,Yes,29,1,341,1,1,3,2,1,896,2,2,48,2,1,7,3,3,2800,23522,6,1,19,3,3,80,3,5,3,3,3,2,0,2,32.1,8914.98116549412
Ind647,No,53,1,868,1,8,3,3,1,897,1,1,73,3,4,1,4,2,11836,22789,5,2,14,3,3,80,1,28,3,3,2,0,2,2,40.6,9591.649892242323
Ind648,No,35,1,672,2,25,3,4,1,899,4,1,78,2,3,4,2,2,10903,9129,3,2,16,3,1,80,0,16,2,3,13,10,4,8,33.6,12654.730108833362
Ind649,No,37,2,1231,1,21,2,2,1,900,3,2,54,3,1,7,4,2,2973,21222,5,2,15,3,2,80,1,10,3,3,5,4,0,0,28.7,14032.01348660788
Ind650,No,53,1,102,2,23,4,1,1,901,4,2,72,3,4,8,4,1,14275,20206,6,2,18,3,3,80,0,33,0,3,12,9,3,8,38.8,16851.25779676312
Ind651,No,43,2,422,2,1,3,1,1,902,4,2,33,3,2,5,4,2,5562,21782,4,2,13,3,2,80,1,12,2,2,5,2,2,2,37.6,12127.232260483917
Ind652,No,47,1,249,1,2,2,3,1,903,3,2,35,3,2,1,4,2,4537,17783,0,1,22,4,1,80,1,8,2,3,7,6,7,7,32.0,14212.866913746875
Ind653,No,37,3,1252,1,19,2,2,1,904,1,1,32,3,3,1,2,1,7642,4814,1,1,13,3,4,80,0,10,2,3,10,0,0,9,34.3,9931.79081114028
Ind654,No,50,3,881,2,2,4,1,1,905,1,1,98,3,4,6,1,3,17924,4544,1,2,11,3,4,80,1,31,3,3,31,6,14,7,38.6,12494.945978861435
Ind655,No,39,1,1383,3,2,3,1,1,909,4,2,42,2,2,9,4,2,5204,7790,8,2,11,3,3,80,2,13,2,3,5,4,0,4,36.1,10194.053769563021
Ind656,No,33,1,1075,3,3,2,5,1,910,4,1,57,3,1,9,2,3,2277,22650,3,1,11,3,3,80,1,7,4,4,4,3,0,3,34.0,16248.323058329679
Ind657,Yes,32,1,374,2,25,4,1,1,911,1,1,87,3,1,3,4,1,2795,18016,1,1,24,4,3,80,0,1,2,1,1,0,0,1,39.3,13377.887283184838
Ind658,No,29,1,1086,2,7,1,2,1,912,1,2,62,2,1,3,4,3,2532,6054,6,2,14,3,3,80,3,8,5,3,4,3,0,3,43.5,11360.754872995454
Ind659,No,44,1,661,2,9,2,1,1,913,2,1,61,3,1,2,1,2,2559,7508,1,1,13,3,4,80,0,8,0,3,8,7,7,1,32.6,10690.051491984033
Ind660,No,28,1,821,1,5,4,2,1,916,1,1,98,3,2,1,4,1,4908,24252,1,2,14,3,2,80,0,4,3,3,4,2,0,2,30.9,15491.286515800026
Ind661,Yes,58,2,781,2,2,1,1,1,918,4,1,57,2,1,3,4,3,2380,13384,9,1,14,3,4,80,1,3,3,2,1,0,0,0,37.6,13648.163537875069
Ind662,No,43,1,177,2,8,3,1,1,920,1,2,55,3,2,4,2,3,4765,23814,4,2,21,4,3,80,1,4,2,4,1,0,0,0,36.7,9048.119457771705
Ind663,Yes,20,1,500,1,2,3,2,1,922,3,2,49,2,1,7,3,1,2044,22052,1,2,13,3,4,80,0,2,3,2,2,2,0,2,29.0,11134.604776062293
Ind664,Yes,21,1,1427,2,18,1,6,1,923,4,2,65,3,1,2,4,1,2693,8870,1,2,19,3,1,80,0,1,3,2,1,0,0,0,34.5,10596.528788992608
Ind665,No,36,1,1425,2,14,1,1,1,924,3,1,68,3,2,5,4,2,6586,4821,0,1,17,3,1,80,1,17,2,2,16,8,4,11,32.3,11650.66211395131
Ind666,No,47,1,1454,1,2,4,1,1,925,4,2,65,2,1,7,4,1,3294,13137,1,1,18,3,1,80,0,3,3,2,3,2,1,2,36.5,13646.506438996134
Ind667,Yes,22,1,617,2,3,1,1,1,926,2,2,34,3,2,4,3,2,4171,10022,0,1,19,3,1,80,1,4,3,4,3,2,0,2,32.3,11885.09975478367
Ind668,Yes,41,1,1085,2,2,4,1,1,927,2,2,57,1,1,3,4,3,2778,17725,4,1,13,3,3,80,1,10,1,2,7,7,1,0,39.2,10469.36024718208
Ind669,No,28,1,995,2,9,3,2,1,930,3,2,77,3,1,2,3,3,2377,9834,5,2,18,3,2,80,1,6,2,3,2,2,2,2,37.1,14546.114723640087
Ind670,Yes,39,1,1122,2,6,3,2,1,932,4,1,70,3,1,3,1,2,2404,4303,7,1,21,4,4,80,0,8,2,1,2,2,2,2,40.2,15223.070425166412
Ind671,No,27,1,618,2,4,3,1,1,933,2,2,76,3,1,2,3,1,2318,17808,1,2,19,3,3,80,0,1,2,3,1,1,0,0,34.2,9899.148036973509
Ind672,No,34,1,546,2,10,3,1,1,934,2,1,83,3,1,3,2,3,2008,6896,1,2,14,3,2,80,2,1,3,3,1,0,1,0,32.7,10905.084183587394
Ind673,No,42,1,462,1,14,2,2,1,936,3,2,68,2,2,1,3,1,6244,7824,7,2,17,3,1,80,0,10,6,3,5,4,0,3,41.2,8944.019822030421
Ind674,No,33,1,1198,2,1,4,6,1,939,3,1,100,2,1,2,1,1,2799,3339,3,1,11,3,2,80,0,6,1,3,3,2,0,2,38.9,10734.362339417965
Ind675,No,58,1,1272,2,5,3,4,1,940,3,2,37,2,3,5,2,3,10552,9255,2,1,13,3,4,80,1,24,3,3,6,0,0,4,35.5,11197.933914037501
Ind676,No,31,1,154,1,7,4,1,1,941,2,1,41,2,1,7,3,2,2329,11737,3,2,15,3,2,80,0,13,2,4,7,7,5,2,26.2,10578.578843282672
Ind677,No,35,1,1137,2,21,1,1,1,942,4,2,51,3,2,5,4,2,4014,19170,1,1,25,4,4,80,1,10,2,1,10,6,0,7,38.9,10667.027002981617
Ind678,No,49,1,527,2,8,2,6,1,944,1,2,51,3,3,3,2,2,7403,22477,4,2,11,3,3,80,1,29,3,2,26,9,1,7,31.9,11264.786281732817
Ind679,No,48,1,1469,2,20,4,2,1,945,4,1,51,3,1,2,3,2,2259,5543,4,2,17,3,1,80,2,13,2,2,0,0,0,0,32.8,13484.170709700391
Ind680,No,31,3,1188,1,20,2,3,1,947,4,2,45,3,2,1,3,2,6932,24406,1,2,13,3,4,80,1,9,2,2,9,8,0,0,38.4,10548.373395825529
Ind681,No,36,1,188,2,7,4,6,1,949,2,1,65,3,1,2,4,1,4678,23293,2,2,18,3,3,80,0,8,6,3,6,2,0,1,37.5,9947.586488313138
Ind682,No,38,1,1333,2,1,3,4,1,950,4,2,80,3,3,8,1,2,13582,16292,1,2,13,3,2,80,1,15,3,3,15,12,5,11,36.7,11632.481604025665
Ind683,No,32,3,1184,2,1,3,1,1,951,3,2,70,2,1,3,2,2,2332,3974,6,2,20,4,3,80,0,5,3,3,3,0,0,2,35.6,11217.51886953061
Ind684,Yes,25,1,867,1,19,2,3,1,952,3,1,36,2,1,7,2,2,2413,18798,1,1,18,3,3,80,3,1,2,3,1,0,0,0,35.0,10057.519541021022
Ind685,No,40,1,658,1,10,4,3,1,954,1,1,67,2,3,1,2,3,9705,20652,2,2,12,3,2,80,1,11,2,2,1,0,0,0,37.2,13629.130573803866
Ind686,No,26,2,1283,1,1,3,2,1,956,3,1,52,2,2,1,1,1,4294,11148,1,2,12,3,2,80,0,7,2,3,7,7,0,7,30.1,9779.200870384666
Ind687,No,41,1,263,2,6,3,2,1,957,4,1,59,3,1,3,1,1,4721,3119,2,1,13,3,3,80,0,20,3,3,18,13,2,17,35.2,11398.787918867336
Ind688,No,36,1,938,2,2,4,2,1,958,3,1,79,3,1,3,3,1,2519,12287,4,2,21,4,3,80,0,16,6,3,11,8,3,9,33.6,15003.171283446925
Ind689,Yes,19,1,419,1,21,3,6,1,959,4,1,37,2,1,7,2,1,2121,9947,1,1,13,3,2,80,0,1,3,4,1,0,0,0,36.5,12877.163226847706
Ind690,Yes,20,1,129,2,4,3,4,1,960,1,1,84,3,1,3,1,1,2973,13008,1,2,19,3,2,80,0,1,2,3,1,0,0,0,38.1,14645.062247485284
Ind691,No,31,1,616,2,12,3,2,1,961,4,2,41,3,2,5,4,2,5855,17369,0,1,11,3,3,80,2,10,2,1,9,7,8,5,32.9,10795.26428081422
Ind692,No,40,2,1469,2,9,4,2,1,964,4,1,35,3,1,2,2,3,3617,25063,8,1,14,3,4,80,1,3,2,3,1,1,0,0,32.9,11311.27667244855
Ind693,No,32,1,498,2,3,4,2,1,966,3,2,93,3,2,4,1,2,6725,13554,1,2,12,3,3,80,1,8,2,4,8,7,6,3,39.6,14464.51258754245
Ind694,Yes,36,1,530,1,3,1,1,1,967,3,1,51,2,3,1,4,2,10325,5518,1,1,11,3,1,80,1,16,6,3,16,7,3,7,31.7,12455.690473931663
Ind695,No,33,1,1069,2,1,3,1,1,969,2,2,42,2,2,5,4,1,6949,12291,0,2,14,3,1,80,0,6,3,3,5,0,1,4,41.8,8065.623032382326
Ind696,Yes,37,1,625,1,1,4,1,1,970,1,1,46,2,3,1,3,2,10609,14922,5,2,11,3,3,80,0,17,2,1,14,1,11,7,33.5,13737.38346089909
Ind697,No,45,3,805,2,4,2,1,1,972,3,1,57,3,2,3,2,2,4447,23163,1,2,12,3,2,80,0,9,5,2,9,7,0,8,27.3,11060.759609290457
Ind698,No,29,2,1404,1,20,3,4,1,974,3,2,84,3,1,7,4,2,2157,18203,1,2,15,3,2,80,1,3,5,3,3,1,0,2,25.7,14880.307088576516
Ind699,No,35,1,1219,1,18,3,2,1,975,3,2,86,3,2,1,3,2,4601,6179,1,2,16,3,2,80,0,5,3,3,5,2,1,0,39.1,12904.076318901869
Ind700,No,52,1,1053,2,1,2,1,1,976,4,1,70,3,4,6,4,2,17099,13829,2,2,15,3,2,80,1,26,2,2,9,8,7,8,35.7,11729.818059224379
Ind701,Yes,58,1,289,2,2,3,4,1,977,4,1,51,3,1,2,3,1,2479,26227,4,2,24,4,1,80,0,7,4,3,1,0,0,0,37.5,12938.137737845753
Ind702,No,53,1,1376,1,2,2,2,1,981,3,1,45,3,4,6,3,3,14852,13938,6,2,13,3,3,80,1,22,3,4,17,13,15,2,33.5,10227.57414264135
Ind703,No,30,1,231,1,8,2,6,1,982,3,1,62,3,3,1,3,3,7264,9977,5,2,11,3,1,80,1,10,2,4,8,4,7,7,33.3,7061.458888984885
Ind704,No,38,3,152,1,10,3,4,1,983,3,2,85,3,2,1,4,1,5666,19899,1,1,13,3,2,80,0,6,1,3,5,3,1,3,26.6,10622.46211729812
Ind705,No,35,1,882,1,3,4,1,1,984,4,1,92,3,3,1,4,3,7823,6812,6,2,13,3,2,80,1,12,2,3,10,9,0,8,33.5,9850.227589497972
Ind706,No,39,1,903,1,2,5,1,1,985,1,1,41,4,3,1,3,1,7880,2560,0,2,18,3,4,80,0,9,3,3,8,7,0,7,34.4,8984.738688884569
Ind707,Yes,40,3,1479,1,24,3,1,1,986,2,2,100,4,4,1,2,1,13194,17071,4,1,16,3,4,80,0,22,2,2,1,0,0,0,37.6,16077.71754487059
Ind708,No,47,2,1379,2,16,4,2,1,987,3,1,64,4,2,4,3,3,5067,6759,1,1,19,3,3,80,0,20,3,4,19,10,2,7,34.6,12958.82660493594
Ind709,No,36,3,1229,1,8,4,4,1,990,1,1,84,3,2,1,4,3,5079,25952,4,2,13,3,4,80,2,12,3,3,7,7,0,7,38.1,11608.132756778119
Ind710,Yes,31,3,335,2,9,2,2,1,991,3,1,46,2,1,2,1,1,2321,10322,0,1,22,4,1,80,0,4,0,3,3,2,1,2,34.1,8975.473953655603
Ind711,No,33,3,722,1,17,3,1,1,992,4,1,38,3,4,6,3,1,17444,20489,1,2,11,3,4,80,0,10,2,3,10,8,6,0,31.3,11394.408869808609
Ind712,Yes,29,1,906,2,10,3,1,1,994,4,2,92,2,1,2,1,1,2404,11479,6,1,20,4,3,80,0,3,5,3,0,0,0,0,35.5,14507.853257695455
Ind713,No,33,1,461,2,13,1,1,1,995,2,2,53,3,1,2,4,1,3452,17241,3,2,18,3,1,80,0,5,4,3,3,2,0,2,33.3,14468.578872410313
Ind714,No,45,1,974,2,1,4,2,1,996,4,2,91,3,1,3,4,3,2270,11005,3,2,14,3,4,80,2,8,2,3,5,3,0,2,39.3,14373.140113011541
Ind715,No,50,1,1126,2,1,2,2,1,997,4,1,66,3,4,8,4,3,17399,6615,9,2,22,4,3,80,1,32,1,2,5,4,1,3,38.9,12322.650233948742
Ind716,No,33,2,827,2,1,4,6,1,998,3,2,84,4,2,5,2,2,5488,20161,1,1,13,3,1,80,1,6,2,3,6,5,1,2,36.1,9201.192347283828
Ind717,No,41,2,840,2,9,3,2,1,999,1,1,64,3,5,8,3,3,19419,3735,2,2,17,3,2,80,1,21,2,4,18,16,0,11,34.0,8288.239155646133
Ind718,No,27,1,1134,2,16,4,4,1,1001,3,2,37,3,1,3,2,2,2811,12086,9,2,14,3,2,80,1,4,2,3,2,2,2,2,34.3,9577.84414437122
Ind719,No,45,3,248,2,23,2,1,1,1002,4,1,42,3,2,3,1,2,3633,14039,1,1,15,3,3,80,1,9,2,3,9,8,0,8,36.7,13343.190389999549
Ind720,No,47,1,955,1,4,2,1,1,1003,4,2,83,3,2,1,4,1,4163,8571,1,1,17,3,3,80,0,9,0,3,9,0,0,7,39.8,9730.696582022225
Ind721,Yes,30,1,138,2,22,3,1,1,1004,1,2,48,3,1,2,3,2,2132,11539,4,1,11,3,2,80,0,7,2,3,5,2,0,1,27.1,9774.220626241877
Ind722,No,50,1,939,2,24,3,1,1,1005,4,1,95,3,4,4,3,2,13973,4161,3,1,18,3,4,80,1,22,2,3,12,11,1,5,33.2,10433.874868999057
Ind723,No,38,2,1391,2,10,1,2,1,1006,3,1,66,3,1,2,3,2,2684,12127,0,2,17,3,2,80,1,3,0,2,2,1,0,2,38.9,15192.805843521424
Ind724,No,46,1,566,2,7,2,2,1,1007,4,1,75,3,3,4,3,3,10845,24208,6,2,13,3,2,80,1,13,3,3,8,7,0,7,31.7,13386.543970203267
Ind725,No,24,1,1206,2,17,1,2,1,1009,4,2,41,2,2,4,3,3,4377,24117,1,2,15,3,2,80,2,5,6,3,4,2,3,2,34.2,12396.299353247185
Ind726,Yes,35,1,622,2,14,4,6,1,1010,3,1,39,2,1,3,2,3,3743,10074,1,1,24,4,4,80,1,5,2,1,4,2,0,2,37.7,12407.970092236228
Ind727,No,31,2,853,2,1,1,1,1,1011,3,2,96,3,2,4,1,2,4148,11275,1,2,12,3,3,80,1,4,1,3,4,3,0,3,30.7,10821.188551013864
Ind728,No,18,3,287,2,5,2,1,1,1012,2,1,73,3,1,2,4,1,1051,13493,1,2,15,3,4,80,0,0,2,3,0,0,0,0,38.6,11528.268640191127
Ind729,No,54,1,1441,2,17,3,4,1,1013,3,2,56,3,3,4,3,2,10739,13943,8,2,11,3,3,80,1,22,2,3,10,7,0,8,30.4,10433.268902589789
Ind730,No,35,1,583,2,25,4,2,1,1014,3,2,57,3,3,5,3,3,10388,6975,1,1,11,3,3,80,1,16,3,2,16,10,10,1,36.9,9870.218224540908
Ind731,No,30,1,153,2,8,2,1,1,1015,2,2,73,4,3,8,1,2,11416,17802,0,1,12,3,3,80,3,9,4,2,8,7,1,7,31.0,9112.905329784062
Ind732,Yes,20,1,1097,2,11,3,2,1,1016,4,2,98,2,1,2,1,1,2600,18275,1,1,15,3,1,80,0,1,2,3,1,0,0,0,34.0,12197.993346132298
Ind733,Yes,30,2,109,2,5,3,2,1,1017,2,2,60,3,1,3,2,1,2422,25725,0,2,17,3,1,80,0,4,3,3,3,2,1,2,40.4,10672.02213946288
Ind734,No,26,1,1066,2,2,2,2,1,1018,4,1,32,4,2,4,4,2,5472,3334,1,2,12,3,2,80,0,8,2,3,8,7,1,3,28.4,10576.886837244714
Ind735,No,22,1,217,2,8,1,1,1,1019,2,1,94,1,1,3,1,2,2451,6881,1,2,15,3,1,80,1,4,3,2,4,3,1,1,36.2,9734.558901124565
Ind736,No,48,1,277,2,6,3,1,1,1022,1,1,97,2,2,5,3,1,4240,13119,2,2,13,3,4,80,0,19,0,3,2,2,2,2,27.5,13931.088663815637
Ind737,No,48,1,1355,2,4,4,1,1,1024,3,1,78,2,3,5,3,1,10999,22245,7,2,14,3,2,80,0,27,3,3,15,11,4,8,42.6,14605.759452717648
Ind738,No,41,1,549,2,7,2,2,1,1025,4,2,42,3,2,4,3,1,5003,23371,6,2,14,3,2,80,0,8,6,3,2,2,2,1,42.3,9258.444726846781
Ind739,No,39,1,466,2,1,1,1,1,1026,4,2,65,2,4,4,4,2,12742,7060,1,2,16,3,3,80,1,21,3,3,21,6,11,8,29.5,11985.774980045813
Ind740,No,27,1,1055,2,2,4,1,1,1027,1,2,47,3,2,4,4,2,4227,4658,0,2,18,3,2,80,1,4,2,3,3,2,2,2,35.2,12299.454298209486
Ind741,No,35,1,802,2,10,3,6,1,1028,2,1,45,3,1,3,4,3,3917,9541,1,2,20,4,1,80,1,3,4,2,3,2,1,2,34.7,13158.134645557737
Ind742,No,42,1,265,1,5,2,3,1,1029,4,1,90,3,5,6,3,2,18303,7770,6,2,13,3,2,80,0,21,3,4,1,0,0,0,30.4,10557.075094185055
Ind743,No,50,1,804,2,9,3,1,1,1030,1,1,64,3,1,3,4,2,2380,20165,4,2,18,3,2,80,0,8,5,3,1,0,0,0,43.4,14384.36429590331
Ind744,No,59,1,715,2,2,3,1,1,1032,3,2,69,2,4,4,4,1,13726,21829,3,1,13,3,1,80,0,30,4,3,5,3,4,3,25.7,14292.769495687578
Ind745,Yes,37,1,1141,2,11,2,2,1,1033,1,2,61,1,2,5,2,2,4777,14382,5,2,15,3,1,80,0,15,2,1,1,0,0,0,28.7,9235.144053411263
Ind746,No,55,2,135,2,18,4,2,1,1034,3,1,62,3,2,5,2,2,6385,12992,3,1,14,3,4,80,2,17,3,3,8,7,6,7,31.9,11721.410501670463
Ind747,No,41,3,247,2,7,1,1,1,1035,2,2,55,1,5,8,3,3,19973,20284,1,2,22,4,2,80,2,21,3,3,21,16,5,10,32.1,11638.439632133794
Ind748,No,38,1,1035,1,3,4,1,1,1036,2,1,42,3,2,1,4,1,6861,4981,8,1,12,3,3,80,0,19,1,3,1,0,0,0,37.7,10550.758098324492
Ind749,Yes,26,3,265,1,29,2,2,1,1037,2,1,79,1,2,1,1,1,4969,21813,8,2,18,3,4,80,0,7,6,3,2,2,2,2,35.1,9441.183879287744
Ind750,Yes,52,1,266,1,2,1,3,1,1038,1,2,57,1,5,6,4,2,19845,25846,1,2,15,3,4,80,1,33,3,3,32,14,6,9,43.7,13592.571763260157
Ind751,No,44,1,1448,1,28,3,2,1,1039,4,2,53,4,4,1,4,2,13320,11737,3,1,18,3,3,80,1,23,2,3,12,11,11,11,32.6,12582.585028005533
Ind752,No,50,3,145,1,1,3,1,1,1040,4,2,95,3,2,1,3,2,6347,24920,0,2,12,3,1,80,1,19,3,3,18,7,0,13,38.1,13339.033761508055
Ind753,Yes,36,1,885,2,16,4,1,1,1042,3,2,43,4,1,3,1,1,2743,8269,1,2,16,3,3,80,0,18,1,3,17,13,15,14,34.8,12609.245003687065
Ind754,No,39,2,945,2,22,3,2,1,1043,4,2,82,3,3,4,1,1,10880,5083,1,1,13,3,3,80,0,21,2,3,21,6,2,8,34.7,13736.053233021845
Ind755,No,33,3,1038,1,8,1,1,1,1044,2,2,88,2,1,7,4,1,2342,21437,0,2,19,3,4,80,0,3,2,2,2,2,2,2,33.6,12528.308618263256
Ind756,No,45,1,1234,1,11,2,1,1,1045,4,2,90,3,4,6,4,2,17650,5404,3,2,13,3,2,80,1,26,4,4,9,3,1,1,31.4,11463.076754441357
Ind757,No,32,3,1109,2,29,4,2,1,1046,4,2,69,3,1,3,3,1,4025,11135,9,2,12,3,2,80,0,10,2,3,8,7,7,7,33.4,13636.941549104953
Ind758,No,34,1,216,1,1,4,3,1,1047,2,1,75,4,2,1,4,3,9725,12278,0,2,11,3,4,80,1,16,2,2,15,1,0,9,31.5,13050.462787493647
Ind759,No,59,1,1089,1,1,2,4,1,1048,2,1,66,3,3,6,4,2,11904,11038,3,1,14,3,3,80,1,14,1,1,6,4,0,4,26.7,13358.02999217675
Ind760,No,45,1,788,3,24,4,2,1,1049,2,1,36,3,1,9,2,1,2177,8318,1,2,16,3,1,80,0,6,3,3,6,3,0,4,30.4,12177.564462071961
Ind761,No,53,2,124,1,2,3,3,1,1050,3,2,38,2,3,1,2,2,7525,23537,2,2,12,3,1,80,1,30,2,3,15,7,6,12,34.1,12890.535306392245
Ind762,Yes,36,1,660,2,15,3,6,1,1052,1,1,81,3,2,3,3,3,4834,7858,7,2,14,3,2,80,1,9,3,2,1,0,0,0,36.6,10667.675944193868
Ind763,Yes,26,2,342,2,2,3,1,1,1053,1,1,57,3,1,2,1,2,2042,15346,6,1,14,3,2,80,1,6,2,3,3,2,1,2,36.1,14156.056815064487
Ind764,No,34,1,1333,1,10,4,1,1,1055,3,2,87,3,1,7,3,2,2220,18410,1,1,19,3,4,80,1,1,2,3,1,1,0,0,34.9,12023.135758070854
Ind765,No,28,1,1144,1,10,1,2,1,1056,4,1,74,3,1,7,2,2,1052,23384,1,2,22,4,2,80,0,1,5,3,1,0,0,0,37.4,13422.500830170718
Ind766,No,38,2,1186,2,3,4,6,1,1060,3,1,44,3,1,2,3,2,2821,2997,3,2,16,3,1,80,1,8,2,3,2,2,2,2,30.8,10686.011303503616
Ind767,No,50,1,1464,2,2,4,2,1,1061,2,1,62,3,5,8,3,2,19237,12853,2,1,11,3,4,80,1,29,2,2,8,1,7,7,35.6,11860.117144281212
Ind768,No,37,1,124,2,3,3,6,1,1062,4,2,35,3,2,5,2,1,4107,13848,3,2,15,3,1,80,0,8,3,2,4,3,0,1,32.7,9581.342418142638
Ind769,No,40,1,300,1,26,3,3,1,1066,3,1,74,3,2,1,1,2,8396,22217,1,2,14,3,2,80,1,8,3,2,7,7,7,5,39.3,8606.8800179615
Ind770,No,26,2,921,2,1,1,2,1,1068,1,2,66,2,1,2,3,3,2007,25265,1,2,13,3,3,80,2,5,5,3,5,3,1,3,36.3,11947.792458665726
Ind771,No,46,1,430,2,1,4,2,1,1069,4,1,40,3,5,8,4,3,19627,21445,9,2,17,3,4,80,2,23,0,3,2,2,2,2,33.0,13351.439744737514
Ind772,No,54,1,1082,1,2,4,1,1,1070,3,2,41,2,3,1,3,2,10686,8392,6,2,11,3,2,80,1,13,4,3,9,4,7,0,36.4,9534.03177834545
Ind773,No,56,2,1240,2,9,3,2,1,1071,1,2,63,3,1,2,3,2,2942,12154,2,2,19,3,2,80,1,18,4,3,5,4,0,3,30.7,12478.508377881595
Ind774,No,36,1,796,2,12,5,2,1,1073,4,2,51,2,3,4,4,1,8858,15669,0,2,11,3,2,80,0,15,2,2,14,8,7,8,31.3,10452.41004138159
Ind775,No,55,3,444,2,2,1,2,1,1074,3,1,40,2,4,6,1,1,16756,17323,7,2,15,3,2,80,0,31,3,4,9,7,6,2,43.5,9408.025489138152
